,DATE,REGION,NEW_CASES,CUMULATIVE_CASES,NEW_RECOVERED,CUMULATIVE_RECOVERED,NEW_DEATHS,CUMULATIVE_DEATHS,ACTIVE_CASES
600,2020-06-30,VlaamsBrabant,5,5528,8,5456,0,0,72
601,2020-07-01,VlaamsBrabant,7,5535,10,5466,0,0,69
602,2020-07-02,VlaamsBrabant,13,5548,8,5474,0,0,74
603,2020-07-03,VlaamsBrabant,2,5550,5,5479,0,0,71
604,2020-07-04,VlaamsBrabant,3,5553,1,5480,0,0,73
605,2020-07-05,VlaamsBrabant,0,5553,2,5482,0,0,71
606,2020-07-06,VlaamsBrabant,9,5562,6,5488,0,0,74
607,2020-07-07,VlaamsBrabant,8,5570,4,5492,0,0,78
608,2020-07-08,VlaamsBrabant,9,5579,5,5497,0,0,82
609,2020-07-09,VlaamsBrabant,7,5586,9,5506,0,0,80
610,2020-07-10,VlaamsBrabant,10,5596,5,5511,0,0,85
611,2020-07-11,VlaamsBrabant,5,5601,3,5514,0,0,87
612,2020-07-12,VlaamsBrabant,3,5604,1,5515,0,0,89
613,2020-07-13,VlaamsBrabant,9,5613,8,5523,0,0,90
614,2020-07-14,VlaamsBrabant,14,5627,5,5528,0,0,99
615,2020-07-15,VlaamsBrabant,17,5644,7,5535,0,0,109
616,2020-07-16,VlaamsBrabant,18,5662,13,5548,0,0,114
617,2020-07-17,VlaamsBrabant,10,5672,2,5550,0,0,122
618,2020-07-18,VlaamsBrabant,7,5679,3,5553,0,0,126
619,2020-07-19,VlaamsBrabant,1,5680,0,5553,0,0,127
620,2020-07-20,VlaamsBrabant,21,5701,9,5562,0,0,139
621,2020-07-21,VlaamsBrabant,1,5702,8,5570,0,0,132
622,2020-07-22,VlaamsBrabant,27,5729,9,5579,0,0,150
623,2020-07-23,VlaamsBrabant,18,5747,7,5586,0,0,161
624,2020-07-24,VlaamsBrabant,18,5765,10,5596,0,0,169
625,2020-07-25,VlaamsBrabant,7,5772,5,5601,0,0,171
626,2020-07-26,VlaamsBrabant,7,5779,3,5604,0,0,175
627,2020-07-27,VlaamsBrabant,24,5803,9,5613,0,0,190
628,2020-07-28,VlaamsBrabant,32,5835,14,5627,0,0,208
629,2020-07-29,VlaamsBrabant,37,5872,17,5644,0,0,228
630,2020-07-30,VlaamsBrabant,48,5920,18,5662,0,0,258
631,2020-07-31,VlaamsBrabant,30,5950,10,5672,0,0,278
632,2020-08-01,VlaamsBrabant,15,5965,7,5679,0,0,286
633,2020-08-02,VlaamsBrabant,3,5968,1,5680,0,0,288
634,2020-08-03,VlaamsBrabant,48,6016,21,5701,0,0,315
635,2020-08-04,VlaamsBrabant,49,6065,1,5702,0,0,363
636,2020-08-05,VlaamsBrabant,54,6119,27,5729,0,0,390
637,2020-08-06,VlaamsBrabant,36,6155,18,5747,0,0,408
638,2020-08-07,VlaamsBrabant,38,6193,18,5765,0,0,428
639,2020-08-08,VlaamsBrabant,11,6204,7,5772,0,0,432
640,2020-08-09,VlaamsBrabant,11,6215,7,5779,0,0,436
641,2020-08-10,VlaamsBrabant,56,6271,24,5803,0,0,468
642,2020-08-11,VlaamsBrabant,37,6308,32,5835,0,0,473
643,2020-08-12,VlaamsBrabant,29,6337,37,5872,0,0,465
644,2020-08-13,VlaamsBrabant,47,6384,48,5920,0,0,464
645,2020-08-14,VlaamsBrabant,44,6428,30,5950,0,0,478
646,2020-08-15,VlaamsBrabant,14,6442,15,5965,0,0,477
647,2020-08-16,VlaamsBrabant,6,6448,3,5968,0,0,480
648,2020-08-17,VlaamsBrabant,65,6513,48,6016,0,0,497
649,2020-08-18,VlaamsBrabant,58,6571,49,6065,0,0,506
650,2020-08-19,VlaamsBrabant,43,6614,54,6119,0,0,495
651,2020-08-20,VlaamsBrabant,42,6656,36,6155,0,0,501
652,2020-08-21,VlaamsBrabant,49,6705,38,6193,0,0,512
653,2020-08-22,VlaamsBrabant,13,6718,11,6204,0,0,514
654,2020-08-23,VlaamsBrabant,7,6725,11,6215,0,0,510
655,2020-08-24,VlaamsBrabant,64,6789,56,6271,0,0,518
656,2020-08-25,VlaamsBrabant,49,6838,37,6308,0,0,530
657,2020-08-26,VlaamsBrabant,53,6891,29,6337,0,0,554
658,2020-08-27,VlaamsBrabant,59,6950,47,6384,0,0,566
659,2020-08-28,VlaamsBrabant,57,7007,44,6428,0,0,579
660,2020-08-29,VlaamsBrabant,17,7024,14,6442,0,0,582
661,2020-08-30,VlaamsBrabant,10,7034,6,6448,0,0,586
662,2020-08-31,VlaamsBrabant,55,7089,65,6513,0,0,576
663,2020-09-01,VlaamsBrabant,51,7140,58,6571,0,0,569
664,2020-09-02,VlaamsBrabant,38,7178,43,6614,0,0,564
665,2020-09-03,VlaamsBrabant,58,7236,42,6656,0,0,580
666,2020-09-04,VlaamsBrabant,50,7286,49,6705,0,0,581
667,2020-09-05,VlaamsBrabant,23,7309,13,6718,0,0,591
668,2020-09-06,VlaamsBrabant,14,7323,7,6725,0,0,598
669,2020-09-07,VlaamsBrabant,86,7409,64,6789,0,0,620
670,2020-09-08,VlaamsBrabant,73,7482,49,6838,0,0,644
671,2020-09-09,VlaamsBrabant,70,7552,53,6891,0,0,661
672,2020-09-10,VlaamsBrabant,76,7628,59,6950,0,0,678
673,2020-09-11,VlaamsBrabant,81,7709,57,7007,0,0,702
674,2020-09-12,VlaamsBrabant,42,7751,17,7024,0,0,727
675,2020-09-13,VlaamsBrabant,35,7786,10,7034,0,0,752
676,2020-09-14,VlaamsBrabant,178,7964,55,7089,0,0,875
677,2020-09-15,VlaamsBrabant,145,8109,51,7140,0,0,969
678,2020-09-16,VlaamsBrabant,189,8298,38,7178,0,0,1120
679,2020-09-17,VlaamsBrabant,137,8435,58,7236,0,0,1199
680,2020-09-18,VlaamsBrabant,136,8571,50,7286,0,0,1285
681,2020-09-19,VlaamsBrabant,70,8641,23,7309,0,0,1332
682,2020-09-20,VlaamsBrabant,29,8670,14,7323,0,0,1347
683,2020-09-21,VlaamsBrabant,208,8878,86,7409,0,0,1469
684,2020-09-22,VlaamsBrabant,208,9086,73,7482,0,0,1604
685,2020-09-23,VlaamsBrabant,160,9246,70,7552,0,0,1694
686,2020-09-24,VlaamsBrabant,169,9415,76,7628,0,0,1787
687,2020-09-25,VlaamsBrabant,179,9594,81,7709,0,0,1885
688,2020-09-26,VlaamsBrabant,60,9654,42,7751,0,0,1903
689,2020-09-27,VlaamsBrabant,41,9695,35,7786,0,0,1909
690,2020-09-28,VlaamsBrabant,236,9931,178,7964,0,0,1967
691,2020-09-29,VlaamsBrabant,286,10217,145,8109,0,0,2108
692,2020-09-30,VlaamsBrabant,246,10463,189,8298,0,0,2165
693,2020-10-01,VlaamsBrabant,319,10782,137,8435,0,0,2347
694,2020-10-02,VlaamsBrabant,285,11067,136,8571,0,0,2496
695,2020-10-03,VlaamsBrabant,160,11227,70,8641,0,0,2586
696,2020-10-04,VlaamsBrabant,98,11325,29,8670,0,0,2655
697,2020-10-05,VlaamsBrabant,510,11835,208,8878,0,0,2957
698,2020-10-06,VlaamsBrabant,499,12334,208,9086,0,0,3248
699,2020-10-07,VlaamsBrabant,575,12909,160,9246,0,0,3663
700,2020-10-08,VlaamsBrabant,534,13443,169,9415,0,0,4028
701,2020-10-09,VlaamsBrabant,670,14113,179,9594,0,0,4519
702,2020-10-10,VlaamsBrabant,327,14440,60,9654,0,0,4786
703,2020-10-11,VlaamsBrabant,186,14626,41,9695,0,0,4931
704,2020-10-12,VlaamsBrabant,922,15548,236,9931,0,0,5617
705,2020-10-13,VlaamsBrabant,1067,16615,286,10217,0,0,6398
706,2020-10-14,VlaamsBrabant,968,17583,246,10463,0,0,7120
707,2020-10-15,VlaamsBrabant,881,18464,319,10782,0,0,7682
708,2020-10-16,VlaamsBrabant,1227,19691,285,11067,0,0,8624
709,2020-10-17,VlaamsBrabant,530,20221,160,11227,0,0,8994
710,2020-10-18,VlaamsBrabant,281,20502,98,11325,0,0,9177
711,2020-10-19,VlaamsBrabant,1498,22000,510,11835,0,0,10165
712,2020-10-20,VlaamsBrabant,1682,23682,499,12334,0,0,11348
713,2020-10-21,VlaamsBrabant,1359,25041,575,12909,0,0,12132
714,2020-10-22,VlaamsBrabant,1415,26456,534,13443,0,0,13013
715,2020-10-23,VlaamsBrabant,1394,27850,670,14113,0,0,13737
716,2020-10-24,VlaamsBrabant,715,28565,327,14440,0,0,14125
717,2020-10-25,VlaamsBrabant,265,28830,186,14626,0,0,14204
718,2020-10-26,VlaamsBrabant,1764,30594,922,15548,0,0,15046
719,2020-10-27,VlaamsBrabant,1616,32210,1067,16615,0,0,15595
720,2020-10-28,VlaamsBrabant,1077,33287,968,17583,0,0,15704
721,2020-10-29,VlaamsBrabant,958,34245,881,18464,0,0,15781
722,2020-10-30,VlaamsBrabant,953,35198,1227,19691,0,0,15507
723,2020-10-31,VlaamsBrabant,363,35561,530,20221,0,0,15340
724,2020-11-01,VlaamsBrabant,157,35718,281,20502,0,0,15216
725,2020-11-02,VlaamsBrabant,1025,36743,1498,22000,0,0,14743
726,2020-11-03,VlaamsBrabant,682,37425,1682,23682,0,0,13743
727,2020-11-04,VlaamsBrabant,615,38040,1359,25041,0,0,12999
728,2020-11-05,VlaamsBrabant,496,38536,1415,26456,0,0,12080
729,2020-11-06,VlaamsBrabant,368,38904,1394,27850,0,0,11054
730,2020-11-07,VlaamsBrabant,191,39095,715,28565,0,0,10530
731,2020-11-08,VlaamsBrabant,93,39188,265,28830,0,0,10358
732,2020-11-09,VlaamsBrabant,591,39779,1764,30594,0,0,9185
733,2020-11-10,VlaamsBrabant,479,40258,1616,32210,0,0,8048
734,2020-11-11,VlaamsBrabant,95,40353,1077,33287,0,0,7066
735,2020-11-12,VlaamsBrabant,473,40826,958,34245,0,0,6581
736,2020-11-13,VlaamsBrabant,323,41149,953,35198,0,0,5951
737,2020-11-14,VlaamsBrabant,124,41273,363,35561,0,0,5712
738,2020-11-15,VlaamsBrabant,48,41321,157,35718,0,0,5603
739,2020-11-16,VlaamsBrabant,422,41743,1025,36743,0,0,5000
740,2020-11-17,VlaamsBrabant,236,41979,682,37425,0,0,4554
741,2020-11-18,VlaamsBrabant,215,42194,615,38040,0,0,4154
742,2020-11-19,VlaamsBrabant,204,42398,496,38536,0,0,3862
743,2020-11-20,VlaamsBrabant,205,42603,368,38904,0,0,3699
744,2020-11-21,VlaamsBrabant,82,42685,191,39095,0,0,3590
745,2020-11-22,VlaamsBrabant,45,42730,93,39188,0,0,3542
746,2020-11-23,VlaamsBrabant,318,43048,591,39779,0,0,3269
747,2020-11-24,VlaamsBrabant,219,43267,479,40258,0,0,3009
748,2020-11-25,VlaamsBrabant,192,43459,95,40353,0,0,3106
749,2020-11-26,VlaamsBrabant,174,43633,473,40826,0,0,2807
750,2020-11-27,VlaamsBrabant,260,43893,323,41149,0,0,2744
751,2020-11-28,VlaamsBrabant,65,43958,124,41273,0,0,2685
752,2020-11-29,VlaamsBrabant,41,43999,48,41321,0,0,2678
753,2020-11-30,VlaamsBrabant,290,44289,422,41743,0,0,2546
754,2020-12-01,VlaamsBrabant,206,44495,236,41979,0,0,2516
755,2020-12-02,VlaamsBrabant,216,44711,215,42194,0,0,2517
756,2020-12-03,VlaamsBrabant,213,44924,204,42398,0,0,2526
757,2020-12-04,VlaamsBrabant,253,45177,205,42603,0,0,2574
758,2020-12-05,VlaamsBrabant,89,45266,82,42685,0,0,2581
759,2020-12-06,VlaamsBrabant,83,45349,45,42730,0,0,2619
760,2020-12-07,VlaamsBrabant,252,45601,318,43048,0,0,2553
761,2020-12-08,VlaamsBrabant,227,45828,219,43267,0,0,2561
762,2020-12-09,VlaamsBrabant,180,46008,192,43459,0,0,2549
763,2020-12-10,VlaamsBrabant,197,46205,174,43633,0,0,2572
764,2020-12-11,VlaamsBrabant,184,46389,260,43893,0,0,2496
765,2020-12-12,VlaamsBrabant,124,46513,65,43958,0,0,2555
766,2020-12-13,VlaamsBrabant,53,46566,41,43999,0,0,2567
767,2020-12-14,VlaamsBrabant,272,46838,290,44289,0,0,2549
768,2020-12-15,VlaamsBrabant,268,47106,206,44495,0,0,2611
769,2020-12-16,VlaamsBrabant,180,47286,216,44711,0,0,2575
770,2020-12-17,VlaamsBrabant,159,47445,213,44924,0,0,2521
771,2020-12-18,VlaamsBrabant,198,47643,253,45177,0,0,2466
772,2020-12-19,VlaamsBrabant,80,47723,89,45266,0,0,2457
773,2020-12-20,VlaamsBrabant,44,47767,83,45349,0,0,2418
774,2020-12-21,VlaamsBrabant,226,47993,252,45601,0,0,2392
775,2020-12-22,VlaamsBrabant,202,48195,227,45828,0,0,2367
776,2020-12-23,VlaamsBrabant,186,48381,180,46008,0,0,2373
777,2020-12-24,VlaamsBrabant,120,48501,197,46205,0,0,2296
778,2020-12-25,VlaamsBrabant,35,48536,184,46389,0,0,2147
779,2020-12-26,VlaamsBrabant,64,48600,124,46513,0,0,2087
780,2020-12-27,VlaamsBrabant,35,48635,53,46566,0,0,2069
781,2020-12-28,VlaamsBrabant,183,48818,272,46838,0,0,1980
782,2020-12-29,VlaamsBrabant,202,49020,268,47106,0,0,1914
783,2020-12-30,VlaamsBrabant,167,49187,180,47286,0,0,1901
784,2020-12-31,VlaamsBrabant,124,49311,159,47445,0,0,1866
785,2021-01-01,VlaamsBrabant,26,49337,198,47643,0,0,1694
786,2021-01-02,VlaamsBrabant,69,49406,80,47723,0,0,1683
787,2021-01-03,VlaamsBrabant,60,49466,44,47767,0,0,1699
788,2021-01-04,VlaamsBrabant,278,49744,226,47993,0,0,1751
789,2021-01-05,VlaamsBrabant,213,49957,202,48195,0,0,1762
